,0
2784201334,0
2481410827,40
3182396570,21
2796408411,0
550218448,22
1570956111,0
2588605027,22
4294924655,17
3445419728,1
2645934274,8
582941081,0
669776709,2
3655065349,22
192214591,40
29111804,1
705697355,48
3612679800,8
2596068451,40
3122972162,22
1497638294,22
2671696570,7
2837833343,55
317673318,40
2037083914,17
539538961,1
1943931031,30
4188949701,22
1385581107,53
3054887119,17
2616268870,1
3570520647,40
1637328129,22
2105326924,17
2198033169,22
1202878152,22
2854792848,13
753705315,17
309367524,22
1133921844,17
2984433776,1
580105876,0
596374507,21
3733550837,55
3892135313,1
1664305878,36
3987333791,1
790625924,48
1234599881,36
851690795,36
3227168547,36
3162202677,36
13165604,8
412607989,22
1905370086,22
3960140017,8
3680625360,13
686698687,48
2856575266,1
2903254226,1
3121827929,1
2601165687,5
3878026037,22
334969650,22
433330365,22
2182700361,40
2584611847,22
2577778241,1
764186525,17
824149048,22
3287171207,22
3495673355,22
415782894,22
2715154069,22
1107656627,51
3393232260,22
3178048036,17
1528412468,17
1137256667,17
3736186930,22
3240674203,50
804579210,21
2185622015,22
523107890,17
4105660651,1
778992242,49
2811018393,17
234665764,50
1430238478,1
765646626,17
1335207100,1
134334590,1
2305997389,17
4150453272,1
3722641608,55
850144627,55
4283666860,1
3804355030,59
2682049340,24
1246572757,24
3136668093,24
1945753265,36
2380305456,0
1007944705,36
3074591455,0
3497010573,0
2433696688,40
844148864,17
1369660302,36
3215262642,36
2733810084,8
3998533419,40
1616744080,1
3994925200,0
1989496108,0
3948105767,1
3639837210,22
2402560248,49
720654480,22
838740676,2
3385497005,8
1870841796,22
672201504,1
4045106119,1
1277604731,1
2102782405,22
2833999276,1
2406878118,22
773932435,40
520464111,17
378458871,22
1952374116,1
3043619397,49
3935678152,22
3722728635,22
150457155,17
1170351744,22
259083857,22
3086383701,22
684769876,55
3807504119,17
3944910654,17
2649840432,0
3670402749,18
932880652,13
2113337149,17
4284429277,1
2333731082,17
1355901833,5
1307911768,1
4156923885,22
2586727120,2
3287603461,22
1076230410,35
2753777757,51
356506228,17
48660008,8
4086818045,49
944626101,46
3209644722,7
3539210486,17
2185558448,39
126913671,0
2593915864,1
2202302264,24
3242025228,24
1470127042,36
3628164617,24
84355805,59
1951499885,24
813620156,1
1275026549,45
3378126650,36
2112144778,36
2266347051,51
1068102371,1
1318629763,49
3470922769,4
1675233149,0
261780183,0
1395213715,1
3940448589,1
2043745909,50
2170306803,1
3295802467,22
3551479515,1
2209201017,22
3279143130,22
2122034477,22
1656738769,22
2010287558,22
66238809,8
1664454819,13
2461277679,36
3425265925,22
1351082946,22
1721252270,22
3993445158,22
1896731263,49
1890727541,22
1643175513,1
1262603797,17
3472842612,22
3834229013,1
3564899608,0
3549829526,36
209486893,1
873370726,35
3945350005,22
980484206,22
833262623,8
1653285804,40
1556332804,49
2876829721,22
3568521280,17
993771785,0
2240409597,0
610266074,17
2730733241,22
474811707,22
1987708263,22
523229533,1
1518757253,22
2647707382,17
3598980806,40
3347643937,1
262289841,22
134539769,22
146391813,22
2005030816,17
267459326,22
619869708,17
3991337584,22
3258707704,0
4187616436,8
3518416187,22
609113281,22
2192396738,17
2158664337,1
1990794920,17
1254474075,1
991218482,0
213334982,1
800071550,1
892061908,51
3892167704,0
2936789071,22
879727616,22
3361197142,51
2168843647,1
155386722,17
326926640,7
865335843,49
663658574,33
2104795234,17
3885416502,17
2368710343,0
2666929692,5
3836135,28
2633545422,24
918619529,22
3602782436,1
372935507,1
4091336473,43
1747633658,0
947337218,23
2369214966,11
2226427908,2
687963757,30
3449974621,17
4294834649,51
2021949131,22
1951743230,1
3120518763,13
2679485779,19
2090284400,22
2840019146,1
3664961523,22
1338608419,0
1949128669,2
2624000215,22
2721417429,36
3343908602,49
3401534002,3
658443742,22
3607191031,22
1380395289,49
2903867145,49
4129487121,22
4294710591,5
2013650409,22
1914300095,22
3829858221,51
1830269814,20
1930812195,1
3803483461,22
3921937066,22
3504672632,7
2661601747,1
3334625974,40
3731140619,22
3250344670,1
1459859577,21
270926810,40
2510067331,22
1624523609,0
3629153034,22
1817586676,22
3351243966,40
2395786110,33
3668822785,22
671711660,22
1429669076,5
2070789249,22
3444452700,11
2216297614,1
1649462244,21
1862138605,22
2055833637,22
834618045,11
2975577076,17
3543368143,17
2604551232,50
1208165070,22
2473469965,17
758687775,17
4163186309,0
1953998130,22
820925103,22
345558413,22
2045101767,0
4017854863,1
2398053090,13
4046373707,13
3129511397,22
4184055309,22
2088906973,49
2133906593,8
3844043701,22
1061845826,22
236501847,22
2281396683,22
3643671268,17
86295093,1
1105254676,46
2104229848,1
1673944311,22
4071404007,1
570270911,22
594762193,5
3249046480,0
4167050806,17
2492874153,17
3160105473,17
2711615258,5
3737799640,22
1616547712,17
3877216049,21
2163066761,17
174946527,17
639194941,49
3371678177,14
1589333211,22
586019950,5
23857323,0
3524386800,17
4279879902,13
2433720083,11
2747814174,20
2345593338,0
2067381329,48
2171798683,22
1117694461,1
3956654542,1
4111955889,22
1484255394,1
3079110359,22
2659450769,17
3843266387,17
3059303674,22
273821784,49
4011866570,22
3601123532,48
3683739024,17
374012481,17
2145742797,22
1676040803,51
4252473376,22
2378705384,22
1679380226,16
4019891076,1
3719528423,0
1395654090,22
430167634,29
3537044611,17
1675520641,23
2227449508,17
2690601538,17
2927600560,1
1385619915,17
1658196114,17
702104300,36
4107128843,0
3544412910,1
1233916683,0
2207402739,36
3567600155,15
1044072492,24
2002479871,36
876935938,1
2403534701,1
3881471220,1
951105447,0
3823820238,1
3330660549,36
2962339326,10
612651043,49
2161169374,13
950793328,22
1423072253,40
2630581680,0
2205916085,5
3866377048,36
102057490,36
3859592149,30
725412651,41
53439703,0
2872135792,1
2252300477,8
2416397024,0
2174573965,48
2544241979,3
3591766451,22
1856289205,1
3571560093,46
899416621,15
2347798689,1
904366077,22
1739620392,22
3752313735,13
3554142298,1
1119925862,38
2344099114,6
1075836104,49
647915202,22
2474948188,25
1068567044,22
889648843,1
2414096067,48
2666063745,1
3485328432,1
3777684881,1
4264131678,22
3404210023,22
3961680230,22
4075096309,1
1937072385,1
2213718057,1
867328516,3
3519240888,5
251449600,22
3170744699,1
2110823665,29
4247626286,1
3891133201,13
2398611272,1
2313260282,17
211430949,26
2737717180,40
1323339224,40
4084860991,16
2389333602,22
237312198,17
1089714447,17
2827565319,1
2943412190,22
1901667760,17
303761955,2
3205146286,22
1824910489,22
2367442181,47
2818457886,40
184037041,13
1843353576,22
2525665409,0
271708905,0
725229586,21
1501424555,17
3653678083,22
1052442196,17
2446397090,22
1263751981,49
4147654179,1
2441369771,17
1049431749,17
1585562943,22
4166438736,22
2409365321,35
2900690324,1
3295921206,5
228742031,17
993869617,23
1354555464,22
2328357237,0
1499864419,1
3891589207,17
400469943,17
3403483080,22
30263917,22
1433520829,50
3903859920,22
2558866020,17
2347188215,8
3117808936,17
3450201378,8
3646536945,5
3123694740,22
590855642,22
3578632918,0
3641756381,0
2575303403,8
1392332122,17
1103524517,22
1347482901,17
370050636,22
1513815217,17
2314544476,0
1499653481,5
125244010,22
1112059122,22
2135631895,22
1195496563,22
1602793743,12
126212726,22
3240017497,17
1230898360,22
2598526829,22
119718890,22
3925193924,17
4242719322,1
1066972905,23
3815745457,22
4259006284,22
3650251675,22
2536891872,17
2336485053,22
1149672129,5
3675528242,6
1313394435,1
1647687859,49
3064149130,17
1243952040,17
1781522162,51
2262437239,1
1466934152,1
626476092,24
2989979638,22
347259932,17
2727173753,22
1210246507,17
297224907,22
669486057,0
4011920689,17
3912813697,17
1257991985,22
4141927486,0
899387713,22
2239880103,0
774276116,0
1042808217,17
2917452774,49
740744780,1
760894253,29
374284772,17
2913859608,17
2213258027,55
987771288,22
3054639210,17
692319584,1
274310268,49
3125050387,24
662065953,1
2593902211,36
4215605592,1
4053944855,36
1152977332,5
937842024,36
3923770475,24
2179488862,1
3787124631,5
1873388440,1
4087155639,1
1243573724,5
1554212594,36
4224173189,36
348908398,1
3412233622,24
761554025,25
3440698984,0
1857978363,48
3523327623,7
1306146919,1
2058801001,14
1844962848,22
2744322274,5
3925403777,51
4042442556,22
2906143578,48
1228353559,0
810705690,0
2849298668,51
1739020027,40
3718454282,1
2787044691,1
2382377469,49
1516224961,5
3338108770,1
4009218771,0
246529993,51
1043540890,49
3941794397,2
3277516516,0
3170788932,1
3401560540,22
1677403140,49
3316981866,0
1151803568,22
3142607275,22
496160166,22
4010305606,22
3657130505,22
1007863595,51
1002329174,22
2952895973,51
3059319080,22
3610381899,1
1218456180,1
3558977715,1
748169509,0
2104047702,0
2682888678,0
2794759181,22
3469900052,22
2663636579,22
4199829333,22
595718514,1
2579576033,0
955131266,40
487028478,40
3519765108,39
4056232577,2
65405455,0
321334615,22
1395227806,22
720117918,1
369213537,13
2464169849,48
153581770,22
2502497313,0
1544724681,22
2098210693,48
2285419753,48
1388731014,22
3600375973,22
1197591496,48
4039696145,22
1843136812,22
3791121788,13
1091578663,17
3351971109,33
3545175125,48
3289672658,22
1303425680,22
3477678588,55
2645038556,22
2881535332,17
1402462712,1
601846415,22
253239475,1
2787910246,17
879266005,49
2495034724,17
1642305155,17
3683063352,0
1115224114,22
2704831261,54
51378965,22
2870201280,7
2825943251,23
623748621,22
1805216837,4
733566533,17
2246079254,13
4088072072,22
4129621097,40
1935031434,22
60358093,22
2457602895,22
1204231885,0
1765991500,22
2598651230,17
766710595,0
111563582,1
4039540982,17
3430541226,17
1360336961,49
2761548411,17
2397815898,22
2785063322,17
898275569,17
340803306,17
956512076,13
1767525875,22
2503269274,22
591587546,17
2984946930,17
2397890393,22
2604467754,1
1539483874,17
2798816840,17
3472538457,22
1444827475,2
3170909080,13
1178840900,49
53565603,5
2685006567,22
4000652527,0
2378805562,22
2139003767,36
18979008,22
3488326656,22
2673911499,48
3579175298,22
2516092308,1
1383982240,17
2544944455,1
2338130545,22
3067722224,17
2450387696,17
1895161408,17
515243475,17
2174245195,21
212878766,8
3772234317,13
4010525553,17
1687174654,22
1566785292,17
1624966388,49
1686626011,16
2522470135,2
3202762480,17
2918890467,35
3676376782,51
2833864835,17
3198299577,17
1764807997,22
1184821210,1
1401651059,13
4234004917,1
4173448555,0
2952227898,0
202029554,1
3602829010,48
4017711329,7
1422000060,1
2046939440,13
1616773449,1
4175510221,1
1283043481,13
1079667974,17
2658185885,17
2049186856,22
1505160177,1
194992793,22
1708726945,17
3600307092,13
3868096548,17
2938758330,0
2009874398,22
4263833690,22
3470136303,22
101701162,1
633322805,22
1141875853,17
2443461087,5
4045079125,22
3510094859,5
3493024983,24
3140509313,1
305944639,17
16466164,22
1123940162,12
2883572833,1
2914485167,0
3446611004,17
3927880286,22
4205094760,17
3988806797,1
168655826,17
2963438707,17
4284776833,0
2724515572,17
4275199815,17
196325593,17
211266905,8
2090537547,1
3829506261,1
2471871948,17
2400326743,22
3694023266,1
2546420077,1
2537862279,17
129024365,0
3419655786,22
3091878969,1
3955356253,1
1024534383,1
4121868391,17
1751885515,17
3085521554,17
2873474889,43
1881319793,17
89361188,1
4089598157,1
2681122085,44
2055578446,51
4016271999,23
2077252255,17
1011098683,17
2231004828,17
2933301797,17
52648050,5
394440196,56
2543479975,55
3465744414,49
3319195729,1
371509285,50
3789111404,3
1745035589,32
1790206179,17
3234540836,17
1104795010,21
826517866,1
924828621,0
930586467,21
3778432605,17
3414099556,17
3342660723,5
1288691811,1
2005623794,0
1067211428,36
630191877,45
1104519922,1
73949845,36
1263827862,24
3762195145,21
2251596032,21
1346148156,21
3550606813,36
159304573,21
579398133,1
1034686110,59
2989603507,24
2060501517,24
2114365016,21
2507929057,2
3124432884,33
1086807324,1
1060261668,51
2448477238,12
1371834877,49
4173950198,24
250519133,36
3996888924,49
3854508531,24
1216972856,36
1194377474,36
3524284693,24
1673600860,36
3787494745,28
3593390970,36
807791123,22
1477620711,1
763130546,36
1356854099,0
3058944116,0
4133875492,28
1857245367,36
494279820,24
1197691581,8
1995397845,36
2687989662,11
3856330558,0
1609318147,36
2851128385,28
2825040280,0
1397681051,36
2076717645,36
3743948162,13
3170590045,8
174821568,41
1693050987,24
569078286,24
1937206780,48
216722318,36
3103914345,0
1216085226,28
3561529370,25
2271521042,30
1833301517,8
3066582836,8
1137865551,36
286569878,0
1138933990,36
3684582396,0
4042747461,1
499008359,1
3052419278,1
141707338,24
2833000092,36
1919878989,0
1021589832,1
1650872674,0
3852865007,36
1341140943,1
1712655929,8
153300314,8
3062811795,28
2097428461,1
1735435003,36
160398620,24
4237225117,24
1089025426,5
1865343927,8
3161159509,48
4227605642,55
1119993048,8
3530004181,11
1524480466,24
3200885550,24
2960439119,36
1762902459,39
2672174606,1
960069725,1
1852116033,2
4120441357,2
3042965178,0
114328860,36
2604558659,10
1679230395,24
119119078,1
3030171128,24
844876010,1
3173790499,0
864704463,40
4188739224,8
392191100,8
406822030,36
2350581727,0
1047067006,24
1116417356,36
3352895649,25
3128350725,36
1742567381,13
1613644038,36
4040750919,36
1848906124,36
3071279791,30
576712101,36
2641207115,24
2091952837,0
3218082305,40
230172311,51
162045588,8
2847253939,1
837264416,36
2327941727,51
3086547458,36
2187491425,1
2365998134,1
2540108846,36
4172403680,0
2040157504,0
2990358368,10
3305160392,36
693957537,36
3958341096,36
3021326961,36
1192389308,8
2065381414,30
1950879997,5
2571890629,1
2344283773,17
274021574,36
3505474086,0
2802861626,0
3231341187,25
3721671911,39
3483559254,28
632672487,2
3693688610,36
3586533804,11
3396762408,0
3243444252,36
674640449,51
3204742478,36
1619691839,25
1292354472,36
2278951365,24
631562730,36
2040662418,5
924874886,1
2028446605,36
1368091627,24
2640659164,24
429686969,36
331785717,36
4056280018,25
3592950477,1
3981911551,1
3378322084,6
3096106729,1
2445159311,36
3703430455,36
433979215,1
3334135563,24
3818102088,57
1664872484,8
3133084578,24
3398177091,36
396706580,36
516353815,2
3566659838,13
2773431210,24
2600884596,23
3349997544,1
2845739707,28
3812228756,24
1744003710,36
280536753,8
3574136583,8
650761546,0
323572662,8
3327608040,8
2060374458,51
2013974796,36
893100690,0
1992361851,8
941944512,36
2724897056,24
1287451939,24
2364224565,51
4151445541,1
874848194,30
2207700111,1
923062278,28
1793670647,0
3091618140,36
914361553,28
1554982066,13
2602276735,36
900059775,1
3843451162,25
2082783697,28
1238376733,30
2412991072,0
2420717259,1
1865292198,36
3928625217,1
3889324320,28
1161952415,36
3968870913,2
3303279641,36
2856227070,36
11967991,1
1105889178,24
1333164930,36
4003029898,1
156051175,24
3894673419,36
1971330676,51
4012506294,51
174801662,24
1749311575,10
2804025479,48
1726726179,24
2079715665,5
895306594,36
2287243328,0
1378233423,1
589569703,36
1616473406,25
3376824967,24
1830565800,1
2409031199,36
3024683844,41
2179611981,36
624435115,36
1677235397,36
1689825867,5
104576901,24
1815226276,0
2620783044,2
4193033676,22
1119823055,0
5709341,8
449003174,36
1188988795,7
3699145416,36
1312555017,0
928729863,51
2705890846,0
2394007394,0
3006750740,36
3761198994,36
2941133557,0
3923439938,36
2640824732,51
4250450078,51
1964019101,8
3804896024,1
2107670114,0
1549528252,2
2249057706,28
3568174402,36
2824568198,1
303281578,36
1354723347,36
3957716339,22
1503616078,30
3171801716,0
28315734,0
1242723086,24
1832441561,8
2386248408,48
3798528566,24
1755250054,24
150711752,28
3389673643,58
