,0
2784201334,58
2481410827,45
3182396570,25
2796408411,99
550218448,19
1570956111,92
2588605027,19
4294924655,17
3445419728,1
2645934274,12
582941081,107
669776709,4
3655065349,19
192214591,45
29111804,1
705697355,29
3612679800,12
2596068451,45
3122972162,19
1497638294,19
2671696570,8
2837833343,54
317673318,45
2037083914,17
539538961,1
1943931031,32
4188949701,19
1385581107,59
3054887119,17
2616268870,1
3570520647,45
1637328129,19
2105326924,17
2198033169,19
1202878152,19
2854792848,9
753705315,17
309367524,19
1133921844,17
2984433776,1
580105876,74
596374507,25
3733550837,54
3892135313,1
1664305878,33
3987333791,1
790625924,29
1234599881,33
851690795,33
3227168547,33
3162202677,33
13165604,12
412607989,19
1905370086,19
3960140017,12
3680625360,9
686698687,29
2856575266,1
2903254226,1
3121827929,1
2601165687,6
3878026037,19
334969650,19
433330365,19
2182700361,45
2584611847,19
2577778241,1
764186525,17
824149048,19
3287171207,19
3495673355,19
415782894,19
2715154069,19
1107656627,43
3393232260,19
3178048036,17
1528412468,17
1137256667,17
3736186930,19
3240674203,48
804579210,25
2185622015,19
523107890,17
4105660651,1
778992242,66
2811018393,17
234665764,48
1430238478,1
765646626,17
1335207100,1
134334590,1
2305997389,17
4150453272,1
3722641608,54
850144627,54
4283666860,1
3804355030,60
2682049340,22
1246572757,22
3136668093,22
1945753265,33
2380305456,46
1007944705,33
3074591455,63
3497010573,0
2433696688,45
844148864,17
1369660302,33
3215262642,33
2733810084,12
3998533419,45
1616744080,1
3994925200,34
1989496108,69
3948105767,1
3639837210,19
2402560248,66
720654480,19
838740676,4
3385497005,12
1870841796,19
672201504,1
4045106119,1
1277604731,1
2102782405,19
2833999276,1
2406878118,19
773932435,45
520464111,17
378458871,19
1952374116,1
3043619397,66
3935678152,19
3722728635,19
150457155,17
1170351744,19
259083857,19
3086383701,19
684769876,54
3807504119,17
3944910654,17
2649840432,0
3670402749,38
932880652,9
2113337149,17
4284429277,1
2333731082,17
1355901833,6
