,0
2784201334,48
2481410827,46
3182396570,12
2796408411,102
550218448,16
1570956111,98
2588605027,16
4294924655,11
3445419728,5
2645934274,6
582941081,101
669776709,2
3655065349,16
192214591,46
29111804,5
705697355,40
3612679800,6
2596068451,46
3122972162,16
1497638294,16
2671696570,8
2837833343,43
317673318,46
2037083914,11
539538961,5
1943931031,28
4188949701,16
1385581107,60
3054887119,11
2616268870,5
3570520647,46
1637328129,16
2105326924,11
2198033169,16
1202878152,16
2854792848,18
753705315,11
309367524,16
1133921844,11
2984433776,5
580105876,92
596374507,12
3733550837,43
3892135313,5
1664305878,56
3987333791,5
790625924,40
1234599881,56
851690795,56
3227168547,56
3162202677,56
13165604,6
412607989,16
1905370086,16
3960140017,6
3680625360,18
686698687,40
2856575266,5
2903254226,5
3121827929,5
2601165687,4
3878026037,16
334969650,16
433330365,16
2182700361,46
2584611847,16
2577778241,5
764186525,11
824149048,16
3287171207,16
3495673355,16
415782894,16
2715154069,16
1107656627,29
3393232260,16
3178048036,11
1528412468,11
1137256667,11
3736186930,16
3240674203,54
804579210,12
2185622015,16
523107890,11
4105660651,5
778992242,63
2811018393,11
234665764,54
1430238478,5
765646626,11
1335207100,5
134334590,5
2305997389,11
4150453272,5
3722641608,43
850144627,43
4283666860,5
3804355030,68
2682049340,23
1246572757,23
3136668093,23
1945753265,56
2380305456,37
1007944705,56
3074591455,66
3497010573,101
2433696688,46
844148864,11
1369660302,56
3215262642,56
2733810084,6
3998533419,46
1616744080,5
3994925200,51
1989496108,77
3948105767,5
3639837210,16
2402560248,63
720654480,16
838740676,2
3385497005,6
1870841796,16
672201504,5
4045106119,5
1277604731,5
2102782405,16
2833999276,5
2406878118,16
773932435,46
520464111,11
378458871,16
1952374116,5
3043619397,63
3935678152,16
3722728635,16
150457155,11
1170351744,16
259083857,16
3086383701,16
684769876,43
3807504119,11
3944910654,11
2649840432,101
3670402749,32
932880652,18
2113337149,11
4284429277,5
2333731082,11
1355901833,4
1307911768,5
4156923885,16
2586727120,2
3287603461,16
1076230410,42
2753777757,29
356506228,11
48660008,6
4086818045,63
944626101,59
3209644722,8
3539210486,11
2185558448,38
126913671,101
2593915864,5
2202302264,23
3242025228,23
1470127042,56
3628164617,23
84355805,68
1951499885,23
813620156,5
1275026549,53
3378126650,56
2112144778,56
2266347051,29
1068102371,5
1318629763,63
3470922769,7
1675233149,77
261780183,102
1395213715,5
3940448589,5
2043745909,54
2170306803,5
3295802467,16
3551479515,5
2209201017,16
3279143130,16
2122034477,16
1656738769,16
2010287558,16
66238809,6
1664454819,18
2461277679,56
3425265925,16
1351082946,16
1721252270,16
3993445158,16
1896731263,63
1890727541,16
1643175513,5
1262603797,11
3472842612,16
3834229013,5
3564899608,85
3549829526,56
209486893,5
873370726,42
3945350005,16
980484206,16
833262623,6
1653285804,46
1556332804,63
2876829721,16
3568521280,11
993771785,101
2240409597,66
610266074,11
2730733241,16
474811707,16
1987708263,16
523229533,5
1518757253,16
2647707382,11
3598980806,46
3347643937,5
262289841,16
134539769,16
146391813,16
2005030816,11
267459326,16
619869708,11
3991337584,16
3258707704,101
4187616436,6
3518416187,16
609113281,16
2192396738,11
2158664337,5
1990794920,11
1254474075,5
991218482,101
213334982,5
800071550,5
892061908,29
3892167704,101
2936789071,16
879727616,16
3361197142,29
2168843647,5
155386722,11
326926640,8
865335843,63
663658574,55
2104795234,11
3885416502,11
2368710343,78
2666929692,4
3836135,22
2633545422,23
918619529,16
3602782436,5
372935507,5
4091336473,47
1747633658,98
947337218,33
2369214966,15
2226427908,2
687963757,28
3449974621,11
4294834649,29
2021949131,16
1951743230,5
3120518763,18
2679485779,24
2090284400,16
2840019146,5
3664961523,16
1338608419,101
1949128669,2
2624000215,16
2721417429,56
3343908602,63
3401534002,3
658443742,16
3607191031,16
1380395289,63
2903867145,63
4129487121,16
4294710591,4
2013650409,16
1914300095,16
3829858221,29
1830269814,13
1930812195,5
3803483461,16
3921937066,16
3504672632,8
2661601747,5
3334625974,46
3731140619,16
3250344670,5
1459859577,12
270926810,46
2510067331,16
1624523609,101
3629153034,16
1817586676,16
3351243966,46
2395786110,55
3668822785,16
671711660,16
1429669076,4
2070789249,16
3444452700,15
2216297614,5
1649462244,12
1862138605,16
2055833637,16
834618045,15
2975577076,11
3543368143,11
2604551232,54
1208165070,16
2473469965,11
758687775,11
4163186309,61
1953998130,16
820925103,16
345558413,16
2045101767,92
4017854863,5
2398053090,18
4046373707,18
3129511397,16
4184055309,16
2088906973,63
2133906593,6
3844043701,16
1061845826,16
236501847,16
2281396683,16
3643671268,11
86295093,5
1105254676,59
2104229848,5
1673944311,16
4071404007,5
570270911,16
594762193,4
3249046480,160
4167050806,11
2492874153,11
3160105473,11
2711615258,4
3737799640,16
1616547712,11
3877216049,12
2163066761,11
174946527,11
639194941,63
3371678177,20
1589333211,16
586019950,4
23857323,76
3524386800,11
4279879902,18
2433720083,15
2747814174,13
2345593338,78
2067381329,40
2171798683,16
1117694461,5
3956654542,5
4111955889,16
1484255394,5
3079110359,16
2659450769,11
3843266387,11
3059303674,16
273821784,63
4011866570,16
3601123532,40
3683739024,11
374012481,11
2145742797,16
1676040803,29
4252473376,16
2378705384,16
1679380226,26
4019891076,5
3719528423,188
1395654090,16
430167634,36
3537044611,11
1675520641,33
2227449508,11
2690601538,11
2927600560,5
1385619915,11
1658196114,11
702104300,56
4107128843,37
3544412910,5
1233916683,66
2207402739,56
3567600155,21
1044072492,23
2002479871,56
876935938,5
2403534701,5
3881471220,5
951105447,101
3823820238,5
3330660549,56
2962339326,1
612651043,63
2161169374,18
950793328,16
1423072253,46
2630581680,67
2205916085,4
3866377048,56
102057490,56
3859592149,28
725412651,31
53439703,79
2872135792,5
2252300477,6
2416397024,85
2174573965,40
2544241979,3
3591766451,16
1856289205,5
3571560093,59
899416621,21
2347798689,5
904366077,16
1739620392,16
3752313735,18
3554142298,5
1119925862,35
2344099114,10
1075836104,63
647915202,16
2474948188,17
1068567044,16
889648843,5
2414096067,40
2666063745,5
3485328432,5
3777684881,5
4264131678,16
3404210023,16
3961680230,16
4075096309,5
1937072385,5
2213718057,5
867328516,3
3519240888,4
251449600,16
3170744699,5
2110823665,36
4247626286,5
3891133201,18
2398611272,5
2313260282,11
211430949,14
2737717180,46
1323339224,46
4084860991,26
2389333602,16
237312198,11
1089714447,11
2827565319,5
2943412190,16
1901667760,11
303761955,2
3205146286,16
1824910489,16
2367442181,34
2818457886,46
184037041,18
1843353576,16
2525665409,101
271708905,92
725229586,12
1501424555,11
3653678083,16
1052442196,11
2446397090,16
1263751981,63
4147654179,5
2441369771,11
1049431749,11
1585562943,16
4166438736,16
2409365321,42
2900690324,5
3295921206,4
228742031,11
993869617,33
1354555464,16
2328357237,19
1499864419,5
3891589207,11
400469943,11
3403483080,16
30263917,16
1433520829,54
3903859920,16
2558866020,11
2347188215,6
3117808936,11
3450201378,6
3646536945,4
3123694740,16
590855642,16
3578632918,101
3641756381,37
2575303403,6
1392332122,11
1103524517,16
1347482901,11
370050636,16
1513815217,11
2314544476,64
1499653481,4
125244010,16
1112059122,16
2135631895,16
1195496563,16
1602793743,9
126212726,16
3240017497,11
1230898360,16
2598526829,16
119718890,16
3925193924,11
4242719322,5
1066972905,33
3815745457,16
4259006284,16
3650251675,16
2536891872,11
2336485053,16
1149672129,4
3675528242,10
1313394435,5
1647687859,63
3064149130,11
1243952040,11
1781522162,29
2262437239,5
1466934152,5
626476092,23
2989979638,16
347259932,11
2727173753,16
1210246507,11
297224907,16
669486057,92
4011920689,11
3912813697,11
1257991985,16
4141927486,61
899387713,16
2239880103,85
774276116,101
1042808217,11
2917452774,63
740744780,5
760894253,36
374284772,11
2913859608,11
2213258027,43
987771288,16
3054639210,11
692319584,5
274310268,63
3125050387,23
662065953,5
2593902211,56
4215605592,5
4053944855,56
1152977332,4
937842024,56
3923770475,23
2179488862,5
3787124631,4
1873388440,5
4087155639,5
1243573724,4
1554212594,56
4224173189,56
348908398,5
3412233622,23
761554025,17
3440698984,71
1857978363,40
3523327623,8
1306146919,5
2058801001,20
1844962848,16
2744322274,4
3925403777,29
4042442556,16
2906143578,40
1228353559,110
810705690,66
2849298668,29
1739020027,46
3718454282,5
2787044691,5
2382377469,63
1516224961,4
3338108770,5
4009218771,73
246529993,29
1043540890,63
3941794397,2
3277516516,50
3170788932,5
3401560540,16
1677403140,63
3316981866,101
1151803568,16
3142607275,16
496160166,16
4010305606,16
3657130505,16
1007863595,29
1002329174,16
2952895973,29
3059319080,16
3610381899,5
1218456180,5
3558977715,5
748169509,98
2104047702,98
2682888678,92
2794759181,16
3469900052,16
2663636579,16
4199829333,16
595718514,5
2579576033,65
955131266,46
487028478,46
3519765108,38
4056232577,2
65405455,101
321334615,16
1395227806,16
720117918,5
369213537,18
2464169849,40
153581770,16
2502497313,101
1544724681,16
2098210693,40
2285419753,40
1388731014,16
3600375973,16
1197591496,40
4039696145,16
1843136812,16
3791121788,18
1091578663,11
3351971109,55
3545175125,40
3289672658,16
1303425680,16
3477678588,43
2645038556,16
2881535332,11
1402462712,5
601846415,16
253239475,5
2787910246,11
879266005,63
2495034724,11
1642305155,11
3683063352,67
1115224114,16
2704831261,75
51378965,16
2870201280,8
2825943251,33
623748621,16
1805216837,7
733566533,11
2246079254,18
4088072072,16
4129621097,46
1935031434,16
60358093,16
2457602895,16
1204231885,92
1765991500,16
2598651230,11
766710595,98
111563582,5
