,0
2784201334,39
2481410827,65
3182396570,19
2796408411,0
550218448,14
1570956111,86
2588605027,14
4294924655,3
3445419728,2
2645934274,11
582941081,0
669776709,5
3655065349,14
192214591,65
29111804,2
705697355,40
3612679800,11
2596068451,65
3122972162,14
1497638294,14
2671696570,7
2837833343,38
317673318,65
2037083914,3
539538961,2
1943931031,34
4188949701,14
1385581107,69
3054887119,3
2616268870,2
3570520647,65
1637328129,14
2105326924,3
2198033169,14
1202878152,14
2854792848,9
753705315,3
309367524,14
1133921844,3
2984433776,2
580105876,58
596374507,19
3733550837,38
3892135313,2
1664305878,43
3987333791,2
790625924,40
1234599881,43
851690795,43
3227168547,43
3162202677,43
13165604,11
412607989,14
1905370086,14
3960140017,11
3680625360,9
686698687,40
2856575266,2
2903254226,2
3121827929,2
2601165687,1
3878026037,14
334969650,14
433330365,14
2182700361,65
2584611847,14
2577778241,2
764186525,3
824149048,14
3287171207,14
3495673355,14
415782894,14
2715154069,14
1107656627,28
3393232260,14
3178048036,3
1528412468,3
1137256667,3
3736186930,14
3240674203,41
804579210,19
2185622015,14
523107890,3
4105660651,2
778992242,71
2811018393,3
234665764,41
1430238478,2
765646626,3
1335207100,2
134334590,2
2305997389,3
4150453272,2
3722641608,38
850144627,38
4283666860,2
3804355030,56
2682049340,25
1246572757,25
3136668093,25
1945753265,43
2380305456,55
1007944705,43
3074591455,74
3497010573,0
2433696688,65
844148864,3
1369660302,43
3215262642,43
2733810084,11
3998533419,65
1616744080,2
3994925200,60
1989496108,68
3948105767,2
3639837210,14
2402560248,71
720654480,14
838740676,5
3385497005,11
1870841796,14
672201504,2
4045106119,2
1277604731,2
2102782405,14
2833999276,2
2406878118,14
773932435,65
520464111,3
378458871,14
1952374116,2
3043619397,71
3935678152,14
3722728635,14
150457155,3
1170351744,14
259083857,14
3086383701,14
684769876,38
3807504119,3
3944910654,3
2649840432,0
3670402749,29
932880652,9
2113337149,3
4284429277,2
2333731082,3
1355901833,1
1307911768,2
4156923885,14
2586727120,5
3287603461,14
1076230410,0
2753777757,28
356506228,3
48660008,11
4086818045,71
944626101,45
3209644722,7
3539210486,3
2185558448,42
126913671,0
2593915864,2
2202302264,25
3242025228,25
1470127042,43
3628164617,25
84355805,56
1951499885,25
813620156,2
1275026549,70
3378126650,43
2112144778,43
2266347051,28
1068102371,2
1318629763,71
3470922769,6
1675233149,68
261780183,0
1395213715,2
3940448589,2
2043745909,41
2170306803,2
3295802467,14
3551479515,2
2209201017,14
3279143130,14
2122034477,14
1656738769,14
2010287558,14
66238809,11
1664454819,9
2461277679,43
3425265925,14
1351082946,14
1721252270,14
3993445158,14
1896731263,71
1890727541,14
1643175513,2
1262603797,3
3472842612,14
3834229013,2
3564899608,85
3549829526,43
209486893,2
873370726,0
3945350005,14
980484206,14
833262623,11
1653285804,65
1556332804,71
2876829721,14
3568521280,3
993771785,93
2240409597,74
610266074,3
2730733241,14
474811707,14
1987708263,14
523229533,2
1518757253,14
2647707382,3
3598980806,65
3347643937,2
262289841,14
134539769,14
146391813,14
2005030816,3
267459326,14
619869708,3
3991337584,14
3258707704,0
4187616436,11
3518416187,14
609113281,14
2192396738,3
2158664337,2
1990794920,3
1254474075,2
991218482,0
213334982,2
800071550,2
892061908,28
3892167704,0
2936789071,14
879727616,14
3361197142,28
2168843647,2
155386722,3
326926640,7
865335843,71
663658574,46
2104795234,3
3885416502,3
2368710343,82
2666929692,1
3836135,24
