,0
2784201334,0
2481410827,0
3182396570,0
2796408411,0
550218448,17
1570956111,0
2588605027,17
4294924655,12
3445419728,1
2645934274,13
582941081,0
669776709,5
3655065349,17
192214591,0
29111804,1
705697355,0
3612679800,13
2596068451,0
3122972162,17
1497638294,17
2671696570,4
2837833343,0
317673318,0
2037083914,12
539538961,1
1943931031,0
4188949701,17
1385581107,0
3054887119,12
2616268870,1
3570520647,0
1637328129,17
2105326924,12
2198033169,17
1202878152,17
2854792848,16
753705315,12
309367524,17
1133921844,12
2984433776,1
580105876,0
596374507,0
3733550837,0
3892135313,1
1664305878,0
3987333791,1
790625924,0
1234599881,0
851690795,0
3227168547,0
3162202677,0
13165604,13
412607989,17
1905370086,17
3960140017,13
3680625360,16
686698687,0
2856575266,1
2903254226,1
3121827929,1
2601165687,6
3878026037,17
334969650,17
433330365,17
2182700361,0
2584611847,17
2577778241,1
764186525,12
824149048,17
3287171207,17
3495673355,17
415782894,17
2715154069,17
1107656627,0
3393232260,17
3178048036,12
1528412468,12
1137256667,12
3736186930,17
3240674203,0
804579210,0
2185622015,17
523107890,12
4105660651,1
778992242,0
2811018393,12
234665764,0
1430238478,1
765646626,12
1335207100,1
134334590,1
2305997389,12
4150453272,1
3722641608,0
850144627,0
4283666860,1
3804355030,0
2682049340,0
1246572757,0
3136668093,0
1945753265,0
2380305456,0
1007944705,0
3074591455,0
3497010573,0
2433696688,0
844148864,12
1369660302,0
3215262642,0
2733810084,13
3998533419,0
1616744080,1
3994925200,0
1989496108,0
3948105767,1
3639837210,17
2402560248,0
720654480,17
838740676,5
3385497005,13
1870841796,17
672201504,1
4045106119,1
1277604731,1
2102782405,17
2833999276,1
2406878118,17
773932435,0
520464111,12
378458871,17
1952374116,1
3043619397,0
3935678152,17
3722728635,17
150457155,12
1170351744,17
259083857,17
3086383701,17
684769876,0
3807504119,12
3944910654,12
2649840432,0
3670402749,0
932880652,16
2113337149,12
4284429277,1
2333731082,12
1355901833,6
1307911768,1
4156923885,17
2586727120,5
3287603461,17
1076230410,0
2753777757,0
356506228,12
48660008,13
4086818045,0
944626101,0
3209644722,4
3539210486,12
2185558448,0
126913671,0
2593915864,1
2202302264,0
3242025228,0
1470127042,0
3628164617,0
84355805,0
1951499885,0
813620156,1
1275026549,0
3378126650,0
2112144778,0
2266347051,0
1068102371,1
1318629763,0
3470922769,8
1675233149,0
261780183,0
1395213715,1
3940448589,1
2043745909,0
2170306803,1
3295802467,17
3551479515,1
2209201017,17
3279143130,17
2122034477,17
1656738769,17
2010287558,17
66238809,13
1664454819,16
2461277679,0
3425265925,17
1351082946,17
1721252270,17
3993445158,17
1896731263,0
1890727541,17
1643175513,1
1262603797,12
3472842612,17
3834229013,1
3564899608,0
3549829526,0
209486893,1
873370726,0
3945350005,17
980484206,17
833262623,13
1653285804,0
1556332804,0
2876829721,17
3568521280,12
993771785,0
2240409597,0
610266074,12
2730733241,17
474811707,17
1987708263,17
523229533,1
1518757253,17
2647707382,12
3598980806,0
3347643937,1
262289841,17
134539769,17
146391813,17
2005030816,12
267459326,17
619869708,12
3991337584,17
3258707704,0
4187616436,13
3518416187,17
609113281,17
2192396738,12
2158664337,1
1990794920,12
1254474075,1
991218482,0
213334982,1
800071550,1
892061908,0
3892167704,0
2936789071,17
879727616,17
3361197142,0
2168843647,1
155386722,12
326926640,4
865335843,0
663658574,0
2104795234,12
3885416502,12
2368710343,0
2666929692,6
3836135,0
2633545422,0
918619529,17
3602782436,1
372935507,1
4091336473,0
1747633658,0
947337218,0
2369214966,2
2226427908,5
687963757,0
3449974621,12
4294834649,0
2021949131,17
1951743230,1
3120518763,16
2679485779,0
2090284400,17
2840019146,1
3664961523,17
1338608419,0
1949128669,5
2624000215,17
2721417429,0
3343908602,0
3401534002,7
658443742,17
3607191031,17
1380395289,0
2903867145,0
4129487121,17
4294710591,6
2013650409,17
1914300095,17
3829858221,0
1830269814,0
1930812195,1
3803483461,17
3921937066,17
3504672632,4
2661601747,1
3334625974,0
3731140619,17
3250344670,1
1459859577,0
270926810,0
2510067331,17
1624523609,0
3629153034,17
1817586676,17
3351243966,0
2395786110,0
3668822785,17
671711660,17
1429669076,6
2070789249,17
3444452700,2
2216297614,1
1649462244,0
1862138605,17
2055833637,17
834618045,2
2975577076,12
3543368143,12
2604551232,0
1208165070,17
2473469965,12
758687775,12
4163186309,0
1953998130,17
820925103,17
345558413,17
2045101767,0
4017854863,1
2398053090,16
4046373707,16
3129511397,17
4184055309,17
2088906973,0
2133906593,13
3844043701,17
1061845826,17
236501847,17
2281396683,17
3643671268,12
86295093,1
1105254676,0
2104229848,1
1673944311,17
4071404007,1
570270911,17
594762193,6
3249046480,0
4167050806,12
2492874153,12
3160105473,12
2711615258,6
3737799640,17
1616547712,12
3877216049,0
2163066761,12
174946527,12
639194941,0
3371678177,14
1589333211,17
586019950,6
23857323,0
3524386800,12
4279879902,16
2433720083,2
2747814174,0
2345593338,0
2067381329,0
2171798683,17
1117694461,1
3956654542,1
4111955889,17
1484255394,1
3079110359,17
2659450769,12
3843266387,12
3059303674,17
273821784,0
4011866570,17
3601123532,0
3683739024,12
374012481,12
2145742797,17
1676040803,0
4252473376,17
2378705384,17
1679380226,0
4019891076,1
3719528423,0
1395654090,17
430167634,0
3537044611,12
1675520641,0
2227449508,12
2690601538,12
2927600560,1
1385619915,12
1658196114,12
702104300,0
4107128843,0
3544412910,1
1233916683,0
2207402739,0
3567600155,0
1044072492,0
2002479871,0
876935938,1
2403534701,1
3881471220,1
951105447,0
3823820238,1
3330660549,0
2962339326,9
612651043,0
2161169374,16
950793328,17
1423072253,0
2630581680,0
2205916085,6
3866377048,0
102057490,0
3859592149,0
725412651,18
53439703,0
2872135792,1
2252300477,13
2416397024,0
2174573965,0
2544241979,7
3591766451,17
1856289205,1
3571560093,0
899416621,0
2347798689,1
904366077,17
1739620392,17
3752313735,16
3554142298,1
1119925862,0
2344099114,0
1075836104,0
647915202,17
2474948188,15
1068567044,17
889648843,1
2414096067,0
2666063745,1
3485328432,1
3777684881,1
4264131678,17
3404210023,17
3961680230,17
4075096309,1
1937072385,1
2213718057,1
867328516,7
3519240888,6
251449600,17
3170744699,1
2110823665,0
4247626286,1
3891133201,16
2398611272,1
2313260282,12
211430949,10
2737717180,0
1323339224,0
4084860991,0
2389333602,17
237312198,12
1089714447,12
2827565319,1
2943412190,17
1901667760,12
303761955,5
3205146286,17
1824910489,17
2367442181,0
2818457886,0
184037041,16
1843353576,17
2525665409,0
271708905,0
725229586,0
1501424555,12
3653678083,17
1052442196,12
2446397090,17
1263751981,0
4147654179,1
2441369771,12
1049431749,12
1585562943,17
4166438736,17
2409365321,0
2900690324,1
3295921206,6
228742031,12
993869617,0
1354555464,17
2328357237,0
1499864419,1
3891589207,12
400469943,12
3403483080,17
30263917,17
1433520829,0
3903859920,17
2558866020,12
2347188215,13
3117808936,12
3450201378,13
3646536945,6
3123694740,17
590855642,17
3578632918,0
3641756381,0
2575303403,13
1392332122,12
1103524517,17
1347482901,12
370050636,17
1513815217,12
2314544476,0
1499653481,6
125244010,17
1112059122,17
2135631895,17
1195496563,17
1602793743,3
126212726,17
3240017497,12
1230898360,17
2598526829,17
119718890,17
3925193924,12
4242719322,1
1066972905,0
3815745457,17
4259006284,17
3650251675,17
2536891872,12
2336485053,17
1149672129,6
3675528242,0
1313394435,1
1647687859,0
3064149130,12
1243952040,12
1781522162,0
2262437239,1
1466934152,1
626476092,0
2989979638,17
347259932,12
2727173753,17
1210246507,12
297224907,17
669486057,0
4011920689,12
3912813697,12
1257991985,17
4141927486,0
899387713,17
2239880103,0
774276116,0
1042808217,12
2917452774,0
740744780,1
760894253,0
374284772,12
2913859608,12
2213258027,0
987771288,17
3054639210,12
692319584,1
274310268,0
3125050387,0
662065953,1
2593902211,0
4215605592,1
4053944855,0
1152977332,6
937842024,0
3923770475,0
2179488862,1
3787124631,6
1873388440,1
4087155639,1
1243573724,6
1554212594,0
4224173189,0
348908398,1
3412233622,0
761554025,15
3440698984,0
1857978363,0
3523327623,4
1306146919,1
2058801001,14
1844962848,17
2744322274,6
3925403777,0
4042442556,17
2906143578,0
1228353559,0
810705690,0
2849298668,0
1739020027,0
3718454282,1
2787044691,1
2382377469,0
1516224961,6
3338108770,1
4009218771,0
246529993,0
1043540890,0
3941794397,5
3277516516,0
3170788932,1
3401560540,17
1677403140,0
3316981866,0
1151803568,17
3142607275,17
496160166,17
4010305606,17
3657130505,17
1007863595,0
1002329174,17
2952895973,0
3059319080,17
3610381899,1
1218456180,1
3558977715,1
748169509,0
2104047702,0
2682888678,0
2794759181,17
3469900052,17
2663636579,17
4199829333,17
595718514,1
2579576033,0
955131266,0
487028478,0
3519765108,0
4056232577,5
65405455,0
321334615,17
1395227806,17
720117918,1
369213537,16
2464169849,0
153581770,17
2502497313,0
1544724681,17
2098210693,0
2285419753,0
1388731014,17
3600375973,17
1197591496,0
4039696145,17
1843136812,17
3791121788,16
1091578663,12
3351971109,0
3545175125,0
3289672658,17
1303425680,17
3477678588,0
2645038556,17
2881535332,12
1402462712,1
601846415,17
253239475,1
2787910246,12
879266005,0
2495034724,12
1642305155,12
3683063352,0
1115224114,17
2704831261,0
51378965,17
2870201280,4
2825943251,0
623748621,17
1805216837,8
733566533,12
2246079254,16
4088072072,17
4129621097,0
1935031434,17
60358093,17
2457602895,17
1204231885,0
1765991500,17
2598651230,12
766710595,0
111563582,1
4039540982,12
3430541226,12
1360336961,0
2761548411,12
2397815898,17
2785063322,12
898275569,12
340803306,12
956512076,16
1767525875,17
2503269274,17
591587546,12
2984946930,12
2397890393,17
2604467754,1
1539483874,12
2798816840,12
3472538457,17
1444827475,5
3170909080,16
1178840900,0
53565603,6
2685006567,17
4000652527,0
2378805562,17
2139003767,0
18979008,17
3488326656,17
2673911499,0
3579175298,17
2516092308,1
1383982240,12
2544944455,1
2338130545,17
3067722224,12
2450387696,12
1895161408,12
515243475,12
2174245195,0
212878766,13
3772234317,16
4010525553,12
1687174654,17
1566785292,12
1624966388,0
1686626011,0
2522470135,5
3202762480,12
2918890467,0
3676376782,0
2833864835,12
3198299577,12
1764807997,17
1184821210,1
1401651059,16
4234004917,1
4173448555,0
2952227898,0
202029554,1
3602829010,0
4017711329,4
1422000060,1
2046939440,16
1616773449,1
4175510221,1
1283043481,16
1079667974,12
2658185885,12
2049186856,17
1505160177,1
194992793,17
1708726945,12
3600307092,16
3868096548,12
2938758330,0
2009874398,17
4263833690,17
3470136303,17
101701162,1
633322805,17
1141875853,12
2443461087,6
4045079125,17
3510094859,6
3493024983,0
3140509313,1
305944639,12
16466164,17
1123940162,3
2883572833,1
2914485167,0
3446611004,12
3927880286,17
4205094760,12
3988806797,1
168655826,12
2963438707,12
4284776833,0
2724515572,12
4275199815,12
196325593,12
211266905,13
2090537547,1
3829506261,1
2471871948,12
2400326743,17
3694023266,1
2546420077,1
2537862279,12
129024365,0
3419655786,17
3091878969,1
3955356253,1
1024534383,1
4121868391,12
1751885515,12
3085521554,12
2873474889,0
1881319793,12
89361188,1
4089598157,1
2681122085,0
2055578446,0
4016271999,0
2077252255,12
1011098683,12
2231004828,12
2933301797,12
52648050,6
394440196,0
2543479975,0
3465744414,0
3319195729,1
371509285,0
3789111404,7
1745035589,0
1790206179,12
3234540836,12
1104795010,0
826517866,1
924828621,0
930586467,0
3778432605,12
3414099556,12
3342660723,6
1288691811,1
2005623794,0
1067211428,0
630191877,0
1104519922,1
73949845,0
1263827862,0
3762195145,0
2251596032,0
1346148156,0
3550606813,0
159304573,0
579398133,1
1034686110,0
2989603507,0
2060501517,0
2114365016,0
2507929057,5
3124432884,0
1086807324,1
1060261668,0
2448477238,3
1371834877,0
4173950198,0
250519133,0
3996888924,0
3854508531,0
1216972856,0
1194377474,0
3524284693,0
1673600860,0
3787494745,0
3593390970,0
807791123,17
1477620711,1
763130546,0
1356854099,0
3058944116,0
4133875492,0
1857245367,0
494279820,0
1197691581,13
1995397845,0
2687989662,2
3856330558,0
1609318147,0
2851128385,0
2825040280,0
1397681051,0
