"","USER_ID","ITEM_ID"
"635978","User_Documentary_15",4117293303
"635979","User_Documentary_15",432604694
"635980","User_Documentary_15",2926269544
"635981","User_Documentary_15",843337804
"635982","User_Documentary_15",3967456939
"635983","User_Documentary_15",2171177136
"635984","User_Documentary_15",96055088
"635985","User_Documentary_15",4028043688
"635986","User_Documentary_15",825190130
"635987","User_Documentary_15",929753155
"635988","User_Documentary_15",2320809664
"635989","User_Documentary_15",641456579
"635990","User_Documentary_15",3480996278
"635991","User_Documentary_15",994805510
"635992","User_Documentary_15",1233900894
"635993","User_Documentary_15",680086999
"635994","User_Documentary_15",103082608
"635995","User_Documentary_15",2894985785
"635996","User_Documentary_15",1059702197
"635997","User_Documentary_15",3644915465
"635998","User_Documentary_15",1146826426
"635999","User_Documentary_15",2819103705
"636000","User_Documentary_15",2647277839
"636001","User_Documentary_15",2341546610
"636002","User_Documentary_15",2155200465
"636003","User_Documentary_15",1414137648
"636004","User_Documentary_15",2527221082
"636005","User_Documentary_15",528933515
"636006","User_Documentary_15",238373583
"636007","User_Documentary_15",31853383
"636008","User_Documentary_15",3377236826
"636009","User_Documentary_15",2101900212
"636010","User_Documentary_15",2043342957
"636011","User_Documentary_15",1162372634
"636012","User_Documentary_15",1547898080
"636013","User_Documentary_15",1569259891
"636014","User_Documentary_15",705914007
"636015","User_Documentary_15",1790723112
"636016","User_Documentary_15",1250384537
"636017","User_Documentary_15",151142821
"636018","User_Documentary_15",3559149991
"636019","User_Documentary_15",2815077421
"636020","User_Documentary_15",536517013
"636021","User_Documentary_15",4041286759
"636022","User_Documentary_15",1978976087
"636023","User_Documentary_15",978487040
"636024","User_Documentary_15",308043997
"636025","User_Documentary_15",4019894834
"636026","User_Documentary_15",1846594726
"636027","User_Documentary_15",353196417
"636028","User_Documentary_15",224417327
"636029","User_Documentary_15",3869812215
"636030","User_Documentary_15",1751422
"636031","User_Documentary_15",2634776261
"636032","User_Documentary_15",4067958121
"636033","User_Documentary_15",1005246633
"636034","User_Documentary_15",1505561581
"636035","User_Documentary_15",3082419534
"636036","User_Documentary_15",514667195
"636037","User_Documentary_15",2664901511
"636038","User_Documentary_15",440224943
"636039","User_Documentary_15",1754431632
"636040","User_Documentary_15",3602431390
"636041","User_Documentary_15",4222386738
"636042","User_Documentary_15",1556777741
"636043","User_Documentary_15",1652956209
"636044","User_Documentary_15",1123247378
"636045","User_Documentary_15",3225287770
"636046","User_Documentary_15",510080426
"636047","User_Documentary_15",2416906149
"636048","User_Documentary_15",3964972239
"636049","User_Documentary_15",2072494547
"636050","User_Documentary_15",2859799181
"636051","User_Documentary_15",1688923808
"636052","User_Documentary_15",1560459151
"636053","User_Documentary_15",2474028486
"636054","User_Documentary_15",2973622289
"636055","User_Documentary_15",4229323879
"636056","User_Documentary_15",678603170
"636057","User_Documentary_15",4026723920
"636058","User_Documentary_15",3547709758
"636059","User_Documentary_15",3393974673
"636060","User_Documentary_15",733360420
"636061","User_Documentary_15",1920781123
"636062","User_Documentary_15",3642402435
"636063","User_Documentary_15",2353344882
"636064","User_Documentary_15",1655873365
"636065","User_Documentary_15",4091875683
"636066","User_Documentary_15",1584060916
"636067","User_Documentary_15",1142652768
"636068","User_Documentary_15",3045861857
"636069","User_Documentary_15",2135773074
"636070","User_Documentary_15",2842827451
"636071","User_Documentary_15",2819824826
"636072","User_Documentary_15",2335135231
"636073","User_Documentary_15",4091303173
"636074","User_Documentary_15",1627773600
"636075","User_Documentary_15",4021543493
"636076","User_Documentary_15",3794232931
"636077","User_Documentary_15",3995436911
"636078","User_Documentary_15",3732570371
"636079","User_Documentary_15",1764924942
"636080","User_Documentary_15",2306189199
"636081","User_Documentary_15",1687317718
"636082","User_Documentary_15",836346354
"636083","User_Documentary_15",3342983655
"636084","User_Documentary_15",4224603572
"636085","User_Documentary_15",3852402614
"636086","User_Documentary_15",3528971580
"636087","User_Documentary_15",3576301641
"636088","User_Documentary_15",3461279508
"636089","User_Documentary_15",2605525382
"636090","User_Documentary_15",158488024
"636091","User_Documentary_15",3137086102
"636092","User_Documentary_15",3335918880
"636093","User_Documentary_15",2255621007
"636094","User_Documentary_15",2005734228
"636095","User_Documentary_15",2493855662
"636096","User_Documentary_15",1420480564
"636097","User_Documentary_15",4030977350
"636098","User_Documentary_15",1726982055
"636099","User_Documentary_15",1228588777
"636100","User_Documentary_15",784898972
"636101","User_Documentary_15",2748393352
"636102","User_Documentary_15",2904910254
"636103","User_Documentary_15",3315708850
"636104","User_Documentary_15",4019879714
"636105","User_Documentary_15",3715225476
"636106","User_Documentary_15",795233332
"636107","User_Documentary_15",1380664812
"636108","User_Documentary_15",3127464046
"636109","User_Documentary_15",1259577055
"636110","User_Documentary_15",4242120831
"636111","User_Documentary_15",3632131999
"636112","User_Documentary_15",648900867
"636113","User_Documentary_15",3948697911
"636114","User_Documentary_15",1155324398
"636115","User_Documentary_15",1980356872
"636116","User_Documentary_15",1623821570
"636117","User_Documentary_15",830705348
"636118","User_Documentary_15",2763963609
"636119","User_Documentary_15",3980536352
"636120","User_Documentary_15",3706149185
"636121","User_Documentary_15",1069433757
"636122","User_Documentary_15",3825873782
"636123","User_Documentary_15",4160270997
"636124","User_Documentary_15",3883329778
"636125","User_Documentary_15",114632952
"636126","User_Documentary_15",3792573628
"636127","User_Documentary_15",3374736515
"636128","User_Documentary_15",1860685455
"636129","User_Documentary_15",54890063
"636130","User_Documentary_15",11059203
"636131","User_Documentary_15",3288746284
"636132","User_Documentary_15",3462852459
"636133","User_Documentary_15",1259997554
