"","USER_ID","ITEM_ID"
"2166934","User_Animated_50",936741063
"2166935","User_Animated_50",499893634
"2166936","User_Animated_50",592785444
"2166937","User_Animated_50",2542232249
"2166938","User_Animated_50",1773192560
"2166939","User_Animated_50",3740425956
"2166940","User_Animated_50",4141672079
"2166941","User_Animated_50",3006739541
"2166942","User_Animated_50",2389005381
"2166943","User_Animated_50",575173779
"2166944","User_Animated_50",3078878434
"2166945","User_Animated_50",307998717
"2166946","User_Animated_50",1523325446
"2166947","User_Animated_50",1931624770
"2166948","User_Animated_50",2256744454
"2166949","User_Animated_50",982583335
"2166950","User_Animated_50",4040279726
"2166951","User_Animated_50",3691707149
