"","USER_ID","ITEM_ID"
"2166029","User_War_50",610463680
"2166030","User_War_50",3583828627
"2166031","User_War_50",2329027408
"2166032","User_War_50",3871838725
"2166033","User_War_50",330240915
"2166034","User_War_50",1912283395
"2166035","User_War_50",736989364
"2166036","User_War_50",2148591431
"2166037","User_War_50",904032932
"2166038","User_War_50",905946754
"2166039","User_War_50",1167563211
"2166040","User_War_50",2083495367
"2166041","User_War_50",2123351790
"2166042","User_War_50",3452236223
"2166043","User_War_50",3896211489
"2166044","User_War_50",3771292649
"2166045","User_War_50",38613698
"2166046","User_War_50",2552650733
"2166047","User_War_50",3224939838
"2166048","User_War_50",2819509400
"2166049","User_War_50",164246857
"2166050","User_War_50",1891761774
"2166051","User_War_50",2700147458
"2166052","User_War_50",986728161
"2166053","User_War_50",252242624
"2166054","User_War_50",3984191921
"2166055","User_War_50",3009109999
"2166056","User_War_50",1736846507
"2166057","User_War_50",1918675618
"2166058","User_War_50",3695787043
"2166059","User_War_50",2865256657
"2166060","User_War_50",1804715423
"2166061","User_War_50",3933702644
"2166062","User_War_50",68887774
"2166063","User_War_50",929820868
"2166064","User_War_50",2043831155
"2166065","User_War_50",3894026451
"2166066","User_War_50",4279269397
"2166067","User_War_50",1730508169
"2166068","User_War_50",2541029895
"2166069","User_War_50",694405635
"2166070","User_War_50",3036675802
"2166071","User_War_50",2825398912
"2166072","User_War_50",2486753972
"2166073","User_War_50",3762954463
"2166074","User_War_50",3996072026
"2166075","User_War_50",1949566239
"2166076","User_War_50",3208358639
"2166077","User_War_50",810021400
"2166078","User_War_50",235591447
"2166079","User_War_50",3886291773
"2166080","User_War_50",3732822964
"2166081","User_War_50",892562405
"2166082","User_War_50",4130476779
"2166083","User_War_50",2541529809
"2166084","User_War_50",1745581273
"2166085","User_War_50",2138221694
"2166086","User_War_50",2318859539
"2166087","User_War_50",4256934700
"2166088","User_War_50",1624903796
"2166089","User_War_50",3034850733
"2166090","User_War_50",908941949
"2166091","User_War_50",2595842251
"2166092","User_War_50",3016819380
"2166093","User_War_50",886849295
"2166094","User_War_50",2584353968
"2166095","User_War_50",612593790
"2166096","User_War_50",237701001
"2166097","User_War_50",1251525341
"2166098","User_War_50",1156348912
"2166099","User_War_50",3493312313
"2166100","User_War_50",3389673643
"2166101","User_War_50",4252998748
"2166102","User_War_50",4088567827
"2166103","User_War_50",4054092676
"2166104","User_War_50",4165230802
"2166105","User_War_50",2417596021
"2166106","User_War_50",3905042701
"2166107","User_War_50",959603648
"2166108","User_War_50",3471921154
"2166109","User_War_50",2231189487
"2166110","User_War_50",718457178
"2166111","User_War_50",150678380
"2166112","User_War_50",1794871964
"2166113","User_War_50",159968794
"2166114","User_War_50",319427797
"2166115","User_War_50",3675851245
"2166116","User_War_50",1906103111
"2166117","User_War_50",201216532
"2166118","User_War_50",2759905389
"2166119","User_War_50",2950564180
"2166120","User_War_50",2368556971
"2166121","User_War_50",4189144263
"2166122","User_War_50",387396476
"2166123","User_War_50",990332530
"2166124","User_War_50",2950699034
"2166125","User_War_50",2397280222
"2166126","User_War_50",4178437649
"2166127","User_War_50",1195285538
"2166128","User_War_50",556809598
"2166129","User_War_50",3575629297
"2166130","User_War_50",977399717
"2166131","User_War_50",3074743827
"2166132","User_War_50",748003046
"2166133","User_War_50",2205704347
"2166134","User_War_50",2052200408
"2166135","User_War_50",2400711724
"2166136","User_War_50",3504774723
"2166137","User_War_50",2829674220
"2166138","User_War_50",1453336403
"2166139","User_War_50",2109560772
"2166140","User_War_50",1165596138
"2166141","User_War_50",913962029
"2166142","User_War_50",717511023
"2166143","User_War_50",963095278
"2166144","User_War_50",2450702191
"2166145","User_War_50",1590249439
"2166146","User_War_50",1259568418
"2166147","User_War_50",2082098661
"2166148","User_War_50",226648102
"2166149","User_War_50",2365326405
"2166150","User_War_50",3441390839
